FuelReduction,MaxSediment
6800.911587,93.21154544
6434.135543,85.48897814
6433.01609,78.65131415
6433.01609,76.69455254
6271.936041,75.99588246
6271.077007,69.22280826
5876.74703,64.60595831
5776.474712,59.92946505
5626.912485,54.91220965
5199.154419,49.79433937
4876.196172,44.97589389
4028.025747,39.55175283
0,37.98086892
