SolutionIndex, FireHazard, MinOwlHabitat, MaxSediment
0,23268.01958479649,2171.1019084501213,69.68095506618154
1,23269.55298267404,2197.628160980306,66.27222862504117
2,23269.55298267404,2292.425481221456,66.27222862504117
3,23270.495134762765,2293.908301015236,66.27222862504117
4,23271.017667800606,2295.6936222278905,66.26836972777879
6,23270.44242424332,2300.284019894661,66.27222862504117
7,23270.68418016229,2301.284019894661,66.27222862504117
8,23269.635652685123,2302.284019894661,66.27222862504117
10,23270.589249228604,2326.05717906411,66.27222862504117
11,23270.84965772864,2327.22901731428,66.27222862504117
12,23271.12635512041,2330.0559835208355,66.27222862504117
13,23271.091565909013,2331.779472405631,66.27222862504117
14,23270.94904877235,2333.262292199411,66.27222862504117
15,23271.118089504354,2334.8847527570056,66.27222862504117
17,23273.3913812057,2295.265090113836,63.97444676734247
18,23273.331747483644,2297.0777112160863,63.97444676734247
19,23273.48461562037,2298.801200100881,63.97444676734247
20,23273.50013013295,2300.284019894661,63.97444676734247
21,23274.685087449805,2300.284019894661,61.6883152005949
22,23275.069088616758,2362.745054893432,66.27222862504117
23,23278.78914734673,2369.9360053729306,66.27222862504117
24,23278.820553846832,2371.4188251667106,66.27222862504117
25,23279.343086884677,2373.204146379365,66.26836972777288
28,23274.86789788479,2324.57435927033,63.893482373854106
29,23275.277480673456,2326.05717906411,63.15636246432001
30,23279.350647672534,2377.1411185082306,66.27222862504117
31,23282.084749405985,2298.801200100881,57.11365412345836
32,23274.968138894204,2331.779472405632,63.97444676734247
33,23275.27597159109,2334.091686455285,63.893482373854106
34,23276.150998073754,2324.574359270332,60.87023089757244
35,23276.692127723032,2333.262292199411,61.60735080710654
36,23278.394401789028,2355.53994175813,63.893482373854106
37,23276.622199848487,2334.434130449581,61.6883152005949
38,23276.70336199215,2335.4484755538856,61.6883152005949
39,23278.65907908539,2361.0215660086355,63.97444676734247
40,23278.755419226865,2362.7450548934303,63.97444676734247
41,23280.203426482632,2362.7450548934303,61.6883152005949
42,23279.18035339057,2378.6239383020115,66.27222862504117
43,23280.110745360238,2330.0559835208355,57.11365412345836
44,23278.638798508637,2333.262292199412,59.399785690205924
45,23280.1394896981,2331.779472405631,57.11365412345836
48,23279.955956342877,2333.262292199411,57.11365412345836
49,23279.62965776056,2334.434130449581,58.31721339133952
50,23282.343960173712,2300.284019894661,54.73490787227128
51,23283.04179612258,2300.284019894661,52.44877630552371
52,23280.23894439622,2335.6482959384416,58.31721339133952
53,23282.822245728043,2302.1063008368105,54.73490787227128
54,23283.163816371743,2303.728761394405,54.73490787227128
55,23283.30039115953,2324.57435927033,54.73490787227128
56,23283.342386230368,2326.05717906411,54.73490787227128
57,23283.802644442192,2333.262292199411,54.73490787227128
58,23284.599386481143,2331.779472405631,52.44877630552371
59,23283.41386017512,2406.383212111236,66.27222862504117
60,23283.442604512973,2408.1067009960307,66.27222862504117
61,23283.703013012706,2409.278539246201,66.27222862504117
63,23287.64941286841,2379.7957765521805,61.60735080710654
65,23283.837413526337,2410.418915045685,66.27222862504118
66,23284.04610625729,2411.464722600676,66.27222862504117
67,23284.254313230173,2412.6050984001613,66.27222862504117
68,23284.51472173021,2413.776936650331,66.27222862504118
69,23288.297855039043,2401.4653106576106,61.60735080710654
70,23284.77945715536,2414.998535066106,66.26836972777288
71,23287.528369699965,2408.1067009960307,63.893482373854106
72,23287.57903318811,2409.5895207898106,63.893482373854106
73,23318.18106880067,2298.801200100881,32.34841573306363
75,23314.044681753818,2433.694302824736,63.893482373854106
77,23288.344211073643,2408.1067009960307,61.6883152005949
78,23288.39487456178,2409.5895207898106,61.6883152005949
79,23288.655283061817,2410.761359039981,61.6883152005949
80,23285.302874924622,2338.0631910224165,54.460368423815964
81,23284.818265984668,2333.262292199412,52.44877630552371
82,23284.78572789645,2334.434130449581,52.44877630552371
83,23285.035712829504,2335.714147012881,52.44877630552371
84,23285.296121329546,2336.885985263051,52.44877630552371
85,23287.8082798769,2381.075793115481,59.399785690205924
86,23287.981835585277,2382.247631365651,59.399785690205924
87,23288.487998855453,2379.79577655218,57.11365412345836
88,23288.62657059203,2381.075793115481,57.11365412345836
89,23288.793854798398,2412.041375603281,61.6883152005949
90,23289.054263298443,2413.2132138534507,61.6883152005949
91,23287.855157527167,2353.816452873336,54.81587226575965
92,23288.196728170868,2355.4389134309304,54.81587226575965
93,23287.95677585937,2362.5043858024155,54.81587226575965
94,23289.576796336285,2414.998535066106,61.684456303326606
95,23291.41598327821,2399.178098975936,59.480750083694296
96,23292.440760452948,2400.9015878607306,59.480750083694296
97,23291.86630284916,2406.383212111236,59.480750083694296
98,23292.1267113492,2407.555050361406,59.480750083694296
99,23292.319724037818,2399.178098975937,57.11365412345836
100,23288.813280028833,2353.816452873336,52.52974069901208
101,23288.931326499765,2355.539941758132,52.44877630552371
102,23288.195265209128,2363.9168931435997,54.81587226575965
103,23288.536835852832,2365.5393537011955,54.81587226575965
104,23289.209116159058,2362.7450548934303,52.44877630552371
105,23289.11911129429,2367.0221734949755,54.73490787227128
106,23291.443951757003,2416.512064652311,60.866372000304146
107,23292.593297657342,2406.383212111236,57.11365412345836
108,23292.820005228325,2408.670423792911,58.23624899785115
109,23293.39991475353,2410.761359039981,57.85077403299245
997,23269.357863025863,2295.080139265407,66.27222862504117
998,23683.178882046068,2481.01,0.02770913407756409
999,23724.981646699183,2481.011723301425,0.0
